taxonid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,scientific_name,taxonomic_authority,infra_rank,infra_name,population,category,main_common_name
158621613,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Paralichthys,Paralichthys triocellatus,"Miranda Ribeiro, 1903",,,,LC,
158621882,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Pseudorhombus,Pseudorhombus argus,"Weber, 1913",,,,LC,Peacock Flounder
158621929,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Pseudorhombus,Pseudorhombus cinnamoneus,"(Temminck &amp; Schlegel, 1846)",,,,LC,Cinnamon Flounder
158622072,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Pseudorhombus,Pseudorhombus ctenosquamis,"(Oshima, 1927)",,,,DD,
158622102,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Pseudorhombus,Pseudorhombus diplospilus,"Norman, 1926",,,,LC,Four Twinspot Flounder
158622377,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Pseudorhombus,Pseudorhombus jenynsii,"(Bleeker, 1855)",,,,LC,Smalltooth Flounder
158622475,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Pseudorhombus,Pseudorhombus levisquamis,"(Oshima, 1927)",,,,LC,
158622495,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Pseudorhombus,Pseudorhombus megalops,"Fowler, 1934",,,,LC,Bigeye Flounder
158622617,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Pseudorhombus,Pseudorhombus neglectus,"Bleeker, 1865",,,,LC,Neglected Flounder
158622621,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Pseudorhombus,Pseudorhombus oculocirris,"Amaoka, 1969",,,,LC,
158622936,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Pseudorhombus,Pseudorhombus oligodon,"(Bleeker, 1854)",,,,LC,Roughscale Flounder
158623105,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Pseudorhombus,Pseudorhombus pentophthalmus,"Günther, 1862",,,,LC,Fivespot Flounder
158623350,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Pseudorhombus,Pseudorhombus quinquocellatus,"Weber &amp; de Beaufort, 1929",,,,LC,Five-eyed Flounder
158623410,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Pseudorhombus,Pseudorhombus spinosus,"McCulloch, 1914",,,,LC,Spiny Flounder
158623455,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Pseudorhombus,Pseudorhombus tenuirastrum,"(Waite, 1899)",,,,LC,Deepwater Flounder
158623522,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Tarphops,Tarphops elegans,"Amaoka, 1969",,,,LC,
158623542,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Tarphops,Tarphops oligolepis,"(Bleeker, 1858)",,,,LC,
158623643,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Thysanopsetta,Thysanopsetta naresi,"Günther, 1880",,,,LC,
158624465,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Acanthopsetta,Acanthopsetta nadeshnyi,"Schmidt, 1904",,,,LC,Scale-eye Plaice
158624557,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Atheresthes,Atheresthes evermanni,"Jordan &amp; Starks, 1904",,,,LC,Kamchatka Flounder
158624714,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Atheresthes,Atheresthes stomias,"(Jordan &amp; Gilbert, 1880)",,,,LC,Arrowtooth Flounder
158624882,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Clidoderma,Clidoderma asperrimum,"(Temminck &amp; Schlegel, 1846)",,,,VU,Roughscale Sole
158625076,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Dexistes,Dexistes rikuzenius,"Jordan &amp; Starks, 1904",,,,LC,Rikuzen Flounder
158625197,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Microstomus,Microstomus bathybius,"(Gilbert, 1890)",,,,LC,Deepsea Sole
158625391,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Eopsetta,Eopsetta grigorjewi,"(Herzenstein, 1890)",,,,VU,Shotted Halibut
158625557,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Glyptocephalus,Glyptocephalus stelleri,"(Schmidt, 1904)",,,,DD,Blackfin Flounder
158625570,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Glyptocephalus,Glyptocephalus zachirus,"Lockington, 1879",,,,LC,Rex Sole
158625603,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Hippoglossoides,Hippoglossoides dubius,"Schmidt, 1904",,,,LC,Flathead Flounder
158625653,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Hippoglossoides,Hippoglossoides elassodon,"Jordan &amp; Gilbert, 1880",,,,LC,Flathead Sole
158625699,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Cleisthenes,Cleisthenes pinetorum,"Jordan &amp; Starks, 1904",,,,LC,Pointhead Flounder
158625914,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Hippoglossoides,Hippoglossoides robustus,"Gill &amp; Townsend, 1897",,,,LC,Bering Flounder
158625941,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Hippoglossus,Hippoglossus stenolepis,"Schmidt, 1904",,,,LC,Pacific Halibut
158626318,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Isopsetta,Isopsetta isolepis,"(Lockington, 1880)",,,,LC,Butter Sole
158631336,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Platichthys,Platichthys bicoloratus,"(Basilewsky, 1855)",,,,VU,Stone Flounder
158631442,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Lepidopsetta,Lepidopsetta bilineata,"(Ayres, 1855)",,,,LC,Southern Rock Sole
158631782,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Lepidopsetta,Lepidopsetta mochigarei,"Snyder, 1911",,,,LC,Ricecake Sole
158631806,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Lepidopsetta,Lepidopsetta polyxystra,"Orr &amp; Matarese, 2000",,,,LC,Northern Rock Sole
158631834,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Limanda,Limanda aspera,"(Pallas, 1814)",,,,LC,Yellowfin Sole
158631929,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Myzopsetta,Myzopsetta proboscidea,"(Gilbert, 1896)",,,,LC,Longhead Dab
158632011,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Myzopsetta,Myzopsetta punctatissima,"(Steindachner, 1879)",,,,DD,Speckled Flounder
158632105,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Limanda,Limanda sakhalinensis,"Hubbs, 1915",,,,LC,Sakhalin Sole
158632261,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Liopsetta,Liopsetta pinnifasciata,"(Kner, 1870)",,,,DD,Far Eastern Smooth Flounder
158632357,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Liopsetta,Liopsetta putnami,"(Gill, 1864)",,,,LC,Smooth Flounder
158632464,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Microstomus,Microstomus achne,"(Jordan &amp; Starks, 1904)",,,,DD,Slime Flounder
158632595,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Microstomus,Microstomus pacificus,"(Lockington, 1879)",,,,LC,Pacific Dover Sole
158632688,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Microstomus,Microstomus shuntovi,"Borets, 1983",,,,LC,Shuntov's Smear Dab
158632774,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Parophrys,Parophrys vetulus,"Girard, 1854",,,,LC,English Sole
158632797,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Platichthys,Platichthys luscus,"(Pallas, 1814)",,,,DD,Mediterranean Flounder
158632875,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Pleuronectes,Pleuronectes quadrituberculatus,"Pallas, 1814",,,,LC,Alaska Plaice
158632931,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Pleuronichthys,Pleuronichthys coenosus,"Girard, 1854",,,,LC,C-O Sole
158633070,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Pleuronichthys,Pleuronichthys cornutus,"(Temminck &amp; Schlegel, 1846)",,,,DD,Phantom Frog Flounder
158633085,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Pleuronichthys,Pleuronichthys decurrens,"Jordan &amp; Gilbert, 1881",,,,LC,Curlfin Sole
158633105,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Pleuronichthys,Pleuronichthys lighti,"Wu, 1929",,,,DD,Common Frog Flounder
158633166,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Psettichthys,Psettichthys melanostictus,"Girard, 1854",,,,LC,Pacific Sand Sole
158637142,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Pseudopleuronectes,Pseudopleuronectes herzensteini,"(Jordan &amp; Snyder, 1901)",,,,LC,Yellow Striped Flounder
158637179,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Pseudopleuronectes,Pseudopleuronectes obscurus,"(Herzenstein, 1890)",,,,DD,Dark Flounder
158637216,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Pseudopleuronectes,Pseudopleuronectes schrenki,"(Schmidt, 1904)",,,,LC,Cresthead Flounder
158637499,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Pseudopleuronectes,Pseudopleuronectes yokohamae,"(Günther, 1877)",,,,NT,Marbled Flounder
158637575,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Glyptocephalus,Glyptocephalus kitaharae,"(Jordan &amp; Starks, 1904)",,,,NT,Willowy Flounder
158637880,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Verasper,Verasper moseri,"Jordan &amp; Gilbert, 1898",,,,VU,Barfin Flounder
158638809,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,POECILOPSETTIDAE,Marleyella,Marleyella maldivensis,"Norman, 1939",,,,DD,Maldiviаn Righteye Flounder
158638897,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,POECILOPSETTIDAE,Nematops,Nematops grandisquama,"Weber &amp; de Beaufort, 1929",,,,DD,Large-scale Righteye Flounder
158638924,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,POECILOPSETTIDAE,Nematops,Nematops macrochirus,"Norman, 1931",,,,DD,Largefin Righteye Flounder
158638929,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,POECILOPSETTIDAE,Nematops,Nematops microstoma,"Günther, 1880",,,,DD,Smallmouth Righteye Flounder
158638938,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,POECILOPSETTIDAE,Nematops,Nematops nanosquama,"Amaoka, Kawai &amp; Séret, 2006",,,,DD,Smallscale Righteye Flounder
158638945,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,POECILOPSETTIDAE,Poecilopsetta,Poecilopsetta macrocephala,"Hoshino, Amaoka &amp; Last, 2001",,,,DD,Large-head Righteye Flounder
158638981,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,POECILOPSETTIDAE,Poecilopsetta,Poecilopsetta multiradiata,"Kawai, Amaoka &amp; Séret, 2010",,,,DD,Multirayed Bigeye  Flounder
158639034,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,POECILOPSETTIDAE,Poecilopsetta,Poecilopsetta normani,"Foroshchuk &amp; Fedorov, 1992",,,,DD,Norman's Righteye Flounder
158639066,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,POECILOPSETTIDAE,Poecilopsetta,Poecilopsetta pectoralis,"Kawai &amp; Amaoka, 2006",,,,DD,Longfin Righteye Flounder
158639146,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,POECILOPSETTIDAE,Poecilopsetta,Poecilopsetta plinthus,"(Jordan &amp; Starks, 1904)",,,,LC,Tile-colored Righteye Flounder
158639825,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,RHOMBOSOLEIDAE,Ammotretis,Ammotretis brevipinnis,"Norman, 1926",,,,DD,Shortfin Flounder
158640029,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,RHOMBOSOLEIDAE,Ammotretis,Ammotretis elongatus,"McCulloch, 1914",,,,DD,Elongate Flounder
158644366,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,RHOMBOSOLEIDAE,Ammotretis,Ammotretis lituratus,"(Richardson, 1844)",,,,DD,Tudor’s Flounder
158644441,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,RHOMBOSOLEIDAE,Ammotretis,Ammotretis macrolepis,"McCulloch, 1914",,,,DD,Largescale Flounder
158644577,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,RHOMBOSOLEIDAE,Ammotretis,Ammotretis rostratus,"Günther, 1862",,,,DD,Longsnout Flounder
158644596,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,RHOMBOSOLEIDAE,Azygopus,Azygopus flemingi,"Nielsen, 1961",,,,LC,Spotted Flounder
158645218,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CORDYLIDAE,Cordylus,Cordylus phonolithos,"Marques, Ceríaco, Stanley, Bandeira, Agarwal &amp; Bauer, 2019",,,,LC,
158645678,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,RHOMBOSOLEIDAE,Azygopus,Azygopus pinnifasciatus,"Norman, 1926",,,,LC,Banded-fin Flounder
158645960,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Cnemaspis,Cnemaspis anandani,"Murthy, Nitesh, Sengupta &amp; Deepak, 2019",,,,LC,Anandan’s Day Gecko
158646101,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,ONCOPTERIDAE,Oncopterus,Oncopterus darwinii,"Steindachner, 1874",,,,LC,Remo Flounder
158646470,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,RHOMBOSOLEIDAE,Psammodiscus,Psammodiscus ocellatus,"Günther, 1862",,,,DD,Indonesian Ocellated Flounder
158646489,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,RHOMBOSOLEIDAE,Taratretis,Taratretis derwentensis,"Last, 1978",,,,DD,Derwent Flounder
158646632,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE,Plagiopsetta,Plagiopsetta biocellata,"Fricke, Golani &amp; Appelbaum-Golani, 2018",,,,DD,
158646729,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE,Plagiopsetta,Plagiopsetta glossa,"Franz, 1910",,,,LC,Tongue Righteye Flounder
158648207,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Hemiphyllodactylus,Hemiphyllodactylus aurantiacus,"(Beddome, 1870)",,,,CR,Yercaud Slender Gecko
158671558,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE,Plagiopsetta,Plagiopsetta gracilis,"Mihara &amp; Amaoka, 2004",,,,DD,Slender Righteye Flounder
158671571,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE,Plagiopsetta,Plagiopsetta stigmosa,"Mihara &amp; Amaoka, 2004",,,,DD,Marked Righteye Flounder
158671587,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE,Samaretta,Samaretta perexilis,"Voronina &amp; Suzumoto, 2017",,,,DD,Largeheaded Righteye Flounder
158671675,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE,Samaris,Samaris chesterfieldensis,"Mihara &amp; Amaoka, 2004",,,,DD,Chesterfield Righteye Flounder
158671849,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE,Samaris,Samaris spinea,"Mihara &amp; Amaoka, 2004",,,,DD,Spiny Righteye Flounder
158671895,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE,Samariscus,Samariscus asanoi,"Ochiai &amp; Amaoka, 1962",,,,DD,Asano's Righteye Flounder
158671917,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE,Samariscus,Samariscus corallinus,"Gilbert, 1905",,,,DD,Coralline-Red Flounder
158672448,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE,Samariscus,Samariscus hexaradiatus,"Díaz de Astarloa, Causse &amp; Pruvost, 2014",,,,DD,Six-ray Righteye Flounder
158672475,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE,Samariscus,Samariscus inornatus,"(Lloyd, 1909)",,,,DD,
158672506,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE,Samariscus,Samariscus japonicus,"Kamohara, 1936",,,,DD,Japanese Righteye Flounder
158672576,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE,Samariscus,Samariscus latus,"Matsubara &amp; Takamuki, 1951",,,,LC,Deepbody Righteye Flounder
158672829,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE,Samariscus,Samariscus leopardus,"Voronina, 2009",,,,DD,
158673049,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE,Samariscus,Samariscus luzonensis,"Fowler, 1934",,,,DD,Luzon Righteye Flounder
158673195,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE,Samariscus,Samariscus macrognathus,"Fowler, 1934",,,,DD,Large-mouth Righteye Flounder
158673225,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE,Samariscus,Samariscus maculatus,"(Günther, 1880)",,,,DD,Spotted Righteye Flounder
158673307,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE,Samariscus,Samariscus multiradiatus,"Kawai, Amaoka &amp; Séret, 2008",,,,DD,Multirayed Righteye Flounder
158673458,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE,Samariscus,Samariscus neocaledonia,"Kawai, Amaoka &amp; Séret, 2011",,,,DD,New Caledonian Righteye Flounder
158673884,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE,Samariscus,Samariscus sunieri,"Weber &amp; de Beaufort, 1929",,,,LC,Sunier’s Righteye Flounder
158673917,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SAMARIDAE,Samariscus,Samariscus xenicus,"Ochiai &amp; Amaoka, 1962",,,,DD,Dwarf Righteye Flounder
158674561,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Aseraggodes,Aseraggodes albidus,"Randall &amp; Desoutter-Meniger, 2007",,,,DD,White Sole
158674616,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Aseraggodes,Aseraggodes andersoni,"Randall &amp; Bogorodsky, 2013",,,,DD,
158674637,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Aseraggodes,Aseraggodes beauforti,"Chabanaud, 1930",,,,DD,
158674672,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Aseraggodes,Aseraggodes chapleaui,"Randall &amp; Desoutter-Meniger, 2007",,,,DD,Madang Sole
158674694,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Aseraggodes,Aseraggodes cheni,"Randall &amp; Senou, 2007",,,,DD,
158674751,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Aseraggodes,Aseraggodes corymbus,"Randall &amp; Bartsch, 2007",,,,DD,Australian Sole
158674774,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Aseraggodes,Aseraggodes cyaneus,"(Alcock, 1890)",,,,DD,
158675053,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Actinodaphne,Actinodaphne elegans,Thwaites,,,,LC,
158675111,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Actinodaphne,Actinodaphne leiantha,Hook.f.,,,,DD,
158675880,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,ERICACEAE,Arctostaphylos,Arctostaphylos andersonii,A.Gray,,,,EN,Santa Cruz Manzanita
158675981,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Prunus,Prunus eremophila,Prigge,,,,EN,Mojave Desert Plum
158676087,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,OLEACEAE,Chionanthus,Chionanthus pygmaeus,Small,,,,EN,Pygmy Fringetree
158676115,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Sophora,Sophora leachiana,M.E.Peck,,,,EN,Western Necklacepod
158678088,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Callicarpa,Callicarpa albidotomentella,Merr.,,,,EN,
158678098,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Callicarpa,Callicarpa angusta,Schauer,,,,NT,
158678101,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Callicarpa,Callicarpa angustifolia,King &amp; Gamble,,,,LC,
158678110,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Callicarpa,Callicarpa anisodonta,Bramley,,,,DD,
158678133,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Callicarpa,Callicarpa anomala,(Ridl.) B.L.Burtt,,,,EN,
158678157,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Callicarpa,Callicarpa argentii,Bramley,,,,EN,
158678176,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Callicarpa,Callicarpa badipilosa,S.Atkins,,,,LC,
158678197,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Callicarpa,Callicarpa barbata,Ridl.,,,,LC,
158678226,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Callicarpa,Callicarpa bicolor,Juss.,,,,LC,
158678241,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Callicarpa,Callicarpa candicans,(Burm.f.) Hochr.,,,,LC,
158678296,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Callicarpa,Callicarpa caudata,Maxim.,,,,LC,
158678448,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Callicarpa,Callicarpa cinnamomea,(Hallier f.) Govaerts,,,,EN,
158678599,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Callicarpa,Callicarpa clemensorum,Moldenke,,,,LC,
158678605,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Callicarpa,Callicarpa coriacea,Bramley,,,,DD,
158678671,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Callicarpa,Callicarpa denticulata,Merr.,,,,CR,
158678692,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Callicarpa,Callicarpa dolichophylla,Merr.,,,,LC,
158678878,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Callicarpa,Callicarpa endertii,(Moldenke) Bramley,,,,CR,
158679023,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Callicarpa,Callicarpa erioclona,Schauer,,,,LC,
158679034,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,Callicarpa,Callicarpa fasciculiflora,Merr.,,,,DD,
